NOC,Weight,TotalScore,Gold,Silver,Bronze,NoMedal
ANT,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,2.447316964581713
BAR,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,2.1318879419801484
BHU,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,1.801984573370683
CHA,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,1.8077910693064994
FSM,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,1.64818833673792
GUY,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,2.400383797471547
IVB,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,2.2864229839657293
MTN,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,1.3796924812465212
OMA,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,2.1780823037374963
SOL,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,1.3796924812465212
SSD,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,6.659678706541769
TGA,0.0,0.002640222501206234,0.0010083714241606076,0.0003938950875627372,0.0012379559894828889,1.9017066320865441
AND,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.9820667162530379
ASA,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.058337395309715
COK,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.0121430335523667
LIE,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,0.7436471780609679
MAW,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.3268332508011138
MYA,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.0121430335523667
NAM,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.3260672668280722
NRU,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,0.7436471780609679
SOM,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,0.7436471780609679
TUV,0.0,0.001320111250603117,0.0005041857120803038,0.0001969475437813686,0.0006189779947414444,1.1197449084277817
BIZ,0.0,0.0,0.0,0.0,0.0,0.3760977303668136
BLR,0.0,0.0,0.0,0.0,0.0,0.0
ROC,0.0,0.0,0.0,0.0,0.0,0.0
